#id	length	evalue	coverge	probability	score
contig_65:722705..724471#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.3e-52	100.0	0.98	170.8
contig_65:722705..724471#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	166	1.1e-63	54.1	0.94	208.4
contig_68:3052739..3057843#LTR/unknown|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	105	1.5e-48	73.7	0.97	157.4
contig_68:3539509..3544657#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	107	2.2e-18	100.0	0.86	60.3
contig_68:3539509..3544657#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	1.5e-20	98.6	0.97	67.2
contig_68:3539509..3544657#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	193	6.5e-81	100.0	0.96	264.3
contig_68:3539509..3544657#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	1.3e-112	100.0	0.98	368.8
contig_68:3539509..3544657#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.6e-56	100.0	0.99	183.5
contig_68:4311687..4316598#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.2e-54	100.0	0.99	177.4
contig_68:4311687..4316598#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	6.2e-113	100.0	0.99	369.8
contig_68:4311687..4316598#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	193	1.4e-81	100.0	0.95	266.5
contig_68:4311687..4316598#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	1e-19	98.6	0.97	64.6
contig_68:4311687..4316598#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	107	2.9e-18	100.0	0.9	59.8
contig_68:760854..765809#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	1.5e-62	100.0	1.0	202.8
contig_68:760854..765809#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	7.4e-132	100.0	0.99	431.9
contig_68:760854..765809#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	1.9e-101	100.0	1.0	331.3
contig_68:760854..765809#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	9.5e-39	100.0	1.0	125.1
contig_68:760854..765809#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	5.2e-35	100.0	0.99	113.2
contig_71:1780457..1785412#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	8e-36	100.0	0.99	115.8
contig_71:1780457..1785412#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	9.3e-39	100.0	1.0	125.1
contig_71:1780457..1785412#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	3.7e-101	100.0	1.0	330.3
contig_71:1780457..1785412#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	2.9e-131	100.0	0.99	430.0
contig_71:1780457..1785412#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	7e-63	100.0	1.0	203.9
contig_72:1468616..1473571#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2e-35	100.0	0.99	114.5
contig_72:1468616..1473571#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	9.3e-39	100.0	1.0	125.1
contig_72:1468616..1473571#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	1.8e-101	100.0	1.0	331.3
contig_72:1468616..1473571#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	6e-132	100.0	0.99	432.2
contig_72:1468616..1473571#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	1.5e-62	100.0	1.0	202.8
contig_72:340626..345763#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	6.4e-65	100.0	1.0	210.3
contig_72:340626..345763#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	7.5e-123	100.0	0.99	402.2
contig_72:340626..345763#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	3.8e-90	100.0	1.0	294.4
contig_72:340626..345763#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	4e-28	100.0	1.0	91.2
contig_72:340626..345763#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	9.8e-27	100.0	0.99	86.5
contig_72:3947867..3953113#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-GAG	91	1.4e-37	98.9	0.98	122.0
contig_72:3947867..3953113#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-PROT	74	8.1e-37	100.0	0.99	119.1
contig_72:3947867..3953113#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-INT	200	7.5e-109	100.0	1.0	355.7
contig_72:3947867..3953113#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-RT	256	2.7e-149	100.0	1.0	489.2
contig_72:3947867..3953113#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-RH	127	3.8e-72	100.0	1.0	233.6
contig_72:4953880..4958835#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	6.9e-63	100.0	1.0	203.9
contig_72:4953880..4958835#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	6.1e-132	100.0	0.99	432.2
contig_72:4953880..4958835#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	2e-101	100.0	1.0	331.2
contig_72:4953880..4958835#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	9.2e-39	100.0	1.0	125.1
contig_72:4953880..4958835#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	8e-36	100.0	0.99	115.8
contig_72:5210742..5215697#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	7e-63	100.0	1.0	203.9
contig_72:5210742..5215697#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	6.1e-132	100.0	0.99	432.2
contig_72:5210742..5215697#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	2e-101	100.0	1.0	331.2
contig_72:5210742..5215697#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	9.3e-39	100.0	1.0	125.1
contig_72:5210742..5215697#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	8e-36	100.0	0.99	115.8
contig_72:5622548..5628115#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	1.1e-17	100.0	0.97	58.0
contig_72:5622548..5628115#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	6.9e-24	100.0	0.99	77.9
contig_72:5622548..5628115#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	2.3e-83	100.0	0.97	272.3
contig_72:5622548..5628115#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	5.8e-113	100.0	0.99	369.9
contig_72:5622548..5628115#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.3e-49	100.0	0.97	161.1
contig_73:148785..159420#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	1.3e-53	99.2	0.99	174.3
contig_73:148785..159420#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	2.8e-32	100.0	0.99	104.4
contig_73:272657..281428#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	3.1e-23	100.0	0.98	75.4
contig_73:272657..281428#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	1e-53	100.0	0.99	174.6
contig_73:490727..504537#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	69	5e-19	96.7	0.82	62.2
contig_73:490727..504537#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	308	7.3e-163	100.0	0.99	534.7
contig_73:490727..504537#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	116	1.5e-55	75.9	0.98	181.0
contig_73:490727..504537#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	82	6.2e-34	43.9	0.97	110.9
contig_73:490727..504537#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	5.3e-35	100.0	1.0	113.3
contig_73:490727..504537#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	130	6.2e-53	100.0	1.0	172.1
contig_73:494742..502217#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	7.2e-27	100.0	0.99	87.0
contig_73:494742..502217#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	89	5e-25	62.5	0.96	81.9
contig_73:567085..573337#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	89	2.9e-27	62.7	0.94	88.7
contig_73:567085..573337#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RT	88	5.1e-23	29.3	0.92	75.3
contig_73:567085..573337#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-INT	53	2.4e-26	25.4	0.98	86.1
contig_73:567085..573337#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-PROT	68	8.1e-26	100.0	1.0	83.9
contig_73:567085..573337#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	93	1.3e-31	100.0	0.99	102.5
contig_73:924113..934331#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	317	1.8e-129	100.0	0.97	425.2
contig_73:924113..934331#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	53	5.1e-59	21.9	0.94	193.5
contig_73:924113..934331#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	92	1e-34	51.7	0.96	113.4
contig_73:924113..934331#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	3.1e-20	100.0	0.97	66.3
contig_73:924113..934331#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	124	1.9e-41	100.0	0.99	134.7
contig_74:1142275..1147223#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	2.7e-62	100.0	1.0	202.0
contig_74:1142275..1147223#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	4e-131	100.0	0.99	429.5
contig_74:1142275..1147223#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	1.5e-100	100.0	1.0	328.3
contig_74:1142275..1147223#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	9.4e-39	100.0	1.0	125.1
contig_74:1142275..1147223#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	1.4e-35	100.0	0.99	114.9
contig_74:1456416..1461041#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2.5e-42	100.0	0.99	136.6
contig_74:1456416..1461041#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	71	2.3e-32	100.0	0.99	104.6
contig_74:1456416..1461041#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	202	5.8e-100	100.0	0.98	326.4
contig_74:1456416..1461041#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	1.6e-129	100.0	0.99	424.3
contig_74:1456416..1461041#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	2.4e-62	100.0	1.0	202.1
contig_74:1721782..1727029#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-RH	127	1.9e-73	100.0	1.0	237.8
contig_74:1721782..1727029#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-RT	256	7e-149	100.0	1.0	487.8
contig_74:1721782..1727029#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-INT	200	1.3e-109	100.0	1.0	358.2
contig_74:1721782..1727029#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-PROT	74	1.4e-36	100.0	0.99	118.4
contig_74:1721782..1727029#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-GAG	91	9.5e-39	98.9	0.98	125.8
contig_74:1967767..1973231#LTR/unknown|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	105	4.7e-49	73.7	0.97	159.0
contig_74:299009..308424#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	200	4.1e-79	61.7	0.97	259.8
contig_74:299009..308424#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	53	8.1e-52	21.1	0.94	169.9
contig_74:299009..308424#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	2.2e-93	100.0	0.99	304.3
contig_74:299009..308424#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	5.5e-24	100.0	0.98	78.3
contig_74:299009..308424#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	123	1.9e-39	100.0	0.98	128.2
contig_74:4267008..4272158#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	1.9e-29	98.9	0.97	95.2
contig_74:4267008..4272158#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	6.1e-28	100.0	1.0	90.6
contig_74:4267008..4272158#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	1.8e-94	100.0	1.0	308.5
contig_74:4267008..4272158#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	2.5e-127	100.0	1.0	416.9
contig_74:4267008..4272158#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	3e-64	100.0	1.0	208.2
contig_74:4665160..4670379#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	86	2.7e-08	50.0	0.89	27.4
contig_74:4665160..4670379#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	64	1.7e-25	22.7	0.94	83.2
contig_74:4665160..4670379#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	6.1e-26	100.0	1.0	84.2
contig_74:4665160..4670379#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	2.5e-25	100.0	0.99	82.0
contig_74:5067339..5070693#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3.1e-56	100.0	1.0	182.6
contig_74:5067339..5070693#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	9.7e-112	100.0	0.98	365.9
contig_74:5357691..5365309#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	1.3e-18	100.0	0.96	60.5
contig_74:5357691..5365309#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	309	6.5e-150	100.0	0.99	492.0
contig_74:5357691..5365309#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	1e-71	100.0	0.98	233.4
contig_74:5357691..5365309#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	5.4e-94	100.0	1.0	306.5
contig_74:5357691..5365309#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	75	3.2e-21	100.0	1.0	69.4
contig_74:5357691..5365309#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	127	5e-37	100.0	0.97	120.3
contig_77:1116015..1127504#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	1.4e-57	100.0	0.99	187.1
contig_77:1116015..1127504#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	1.2e-31	100.0	0.99	102.4
contig_77:1116015..1127504#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RT	192	9.1e-116	100.0	1.0	378.0
contig_77:1116015..1127504#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RH	149	9.5e-78	100.0	1.0	252.9
contig_77:1116015..1127504#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-INT	313	3.8e-179	100.0	1.0	588.3
contig_77:1246694..1253346#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	4.1e-31	100.0	0.95	101.5
contig_77:1246694..1253346#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	1.7e-28	100.0	0.99	92.2
contig_77:140085..147538#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	1.8e-63	100.0	1.0	205.7
contig_77:140085..147538#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	8.7e-127	100.0	1.0	415.1
contig_77:140085..147538#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	166	2.6e-71	78.2	0.94	232.9
contig_77:140085..147538#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	2.2e-28	100.0	1.0	92.1
contig_77:140085..147538#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	6.1e-27	100.0	0.99	87.2
contig_77:1767367..1778587#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	7e-26	100.0	0.98	83.9
contig_77:1767367..1778587#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	4.7e-45	100.0	0.99	146.6
contig_77:1798074..1803029#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	3.1e-13	100.0	0.95	43.7
contig_77:1798074..1803029#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	1.9e-22	100.0	0.99	73.3
contig_77:1798074..1803029#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	197	2.7e-78	100.0	0.97	255.7
contig_77:1798074..1803029#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.1e-114	100.0	0.99	375.5
contig_77:1798074..1803029#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	4.3e-55	100.0	0.98	178.9
contig_77:2310425..2316862#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	133	4.6e-80	100.0	1.0	259.4
contig_77:2310425..2316862#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	263	1.3e-153	100.0	1.0	503.6
contig_77:2310425..2316862#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	202	3.3e-121	100.0	1.0	395.9
contig_77:2310425..2316862#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	2.2e-37	98.6	0.99	120.3
contig_77:2310425..2316862#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	90	4.7e-47	100.0	1.0	152.1
contig_77:2390467..2404482#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	3.3e-50	100.0	0.98	163.3
contig_77:2390467..2404482#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	9.2e-31	100.0	0.99	99.5
contig_77:2390467..2404482#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RT	192	3.8e-114	100.0	1.0	372.7
contig_77:2390467..2404482#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RH	149	1.1e-74	100.0	1.0	243.0
contig_77:2390467..2404482#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-INT	313	2.2e-179	100.0	1.0	589.1
contig_77:2415188..2426455#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	1.8e-25	100.0	0.98	82.5
contig_77:2415188..2426455#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	3e-50	100.0	0.98	163.4
contig_77:2624423..2635753#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	1.2e-57	100.0	0.99	187.3
contig_77:2624423..2635753#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	3.3e-28	100.0	0.99	91.3
contig_77:265678..270539#LTR/unknown|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	71	3.7e-28	45.1	0.95	91.4
contig_77:2761583..2773005#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	2.9e-56	100.0	0.99	182.8
contig_77:2761583..2773005#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	1.2e-29	100.0	0.99	96.0
contig_77:2872940..2884207#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	1.5e-57	100.0	0.99	187.0
contig_77:2872940..2884207#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	3.2e-28	100.0	0.99	91.3
contig_77:2892468..2903957#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	6.9e-52	100.0	0.99	168.7
contig_77:2892468..2903957#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	5.6e-30	100.0	0.99	97.0
contig_77:2892468..2903957#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RT	192	1.3e-115	100.0	1.0	377.5
contig_77:2892468..2903957#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RH	149	5e-78	100.0	1.0	253.9
contig_77:2892468..2903957#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-INT	313	9.4e-178	100.0	1.0	583.8
contig_77:591611..601515#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	42	1.1e-10	53.5	0.96	35.6
contig_77:591611..601515#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	108	2.7e-41	56.7	0.99	135.0
contig_77:591611..601515#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	259	2.6e-93	100.0	0.95	305.5
contig_77:591611..601515#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2e-59	100.0	1.0	192.9
contig_77:883074..888029#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	7e-63	100.0	1.0	203.9
contig_77:883074..888029#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	6.1e-132	100.0	0.99	432.2
contig_77:883074..888029#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	2.8e-100	100.0	1.0	327.5
contig_77:883074..888029#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	9.3e-39	100.0	1.0	125.1
contig_77:883074..888029#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	8e-36	100.0	0.99	115.8
contig_78:1027917..1033125#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	129	2.4e-32	99.2	0.96	105.5
contig_78:1027917..1033125#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	76	1.5e-30	100.0	0.99	99.0
contig_78:1027917..1033125#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	133	6.4e-56	71.1	0.97	182.5
contig_78:1027917..1033125#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	145	4.6e-57	100.0	0.98	186.0
contig_78:1027917..1033125#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	306	4.3e-138	98.4	0.99	453.3
contig_78:1153576..1163316#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	314	2.6e-142	100.0	0.99	467.4
contig_78:1153576..1163316#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	112	8.6e-54	59.8	0.96	175.4
contig_78:1153576..1163316#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	1.6e-25	98.7	0.98	83.2
contig_78:1153576..1163316#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	124	1.3e-38	100.0	0.98	125.5
contig_78:130058..135013#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	5.4e-46	100.0	0.98	149.5
contig_78:130058..135013#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	260	1.7e-104	100.0	0.97	342.2
contig_78:130058..135013#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	121	1.5e-23	52.6	0.85	77.1
contig_78:130058..135013#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	49	1.4e-07	60.6	0.91	25.6
contig_78:130058..135013#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	91	3.5e-15	98.9	0.87	50.0
contig_78:178466..187456#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	131	6.7e-62	100.0	0.95	200.7
contig_78:178466..187456#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RT	202	3.3e-97	78.5	0.98	318.4
contig_78:178466..187456#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-INT	156	5.7e-63	75.1	0.99	205.7
contig_78:178466..187456#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-PROT	59	2.5e-21	85.3	0.99	69.6
